id,created_at,customer_id,status
3389,2019-07-29 19:39:08.000000 UTC,61,cancelado
6852,2020-01-22 02:41:09.000000 UTC,61,cancelado
8735,2019-11-24 04:59:38.000000 UTC,61,cancelado
1282,2020-02-27 02:43:34.000000 UTC,62,cancelado
1305,2019-10-20 08:39:47.000000 UTC,62,cancelado
3729,2019-09-15 16:16:06.000000 UTC,62,cancelado
4881,2019-05-31 06:23:26.000000 UTC,62,cancelado
6417,2019-06-07 12:09:20.000000 UTC,62,cancelado
7137,2019-01-09 22:49:56.000000 UTC,62,cancelado
8287,2019-02-20 17:10:11.000000 UTC,62,cancelado
9806,2019-06-25 12:16:42.000000 UTC,62,cancelado
114,2019-09-04 07:32:10.000000 UTC,63,cancelado
2341,2020-01-20 08:59:57.000000 UTC,63,cancelado
5431,2019-12-05 04:45:22.000000 UTC,63,cancelado
5998,2019-09-21 20:53:31.000000 UTC,63,cancelado
6457,2019-01-01 10:36:45.000000 UTC,63,cancelado
7950,2019-04-29 21:36:25.000000 UTC,63,cancelado
9009,2019-12-10 10:55:37.000000 UTC,63,cancelado
194,2020-02-08 13:58:22.000000 UTC,64,cancelado
1418,2019-09-20 07:47:10.000000 UTC,64,cancelado
1699,2019-10-21 15:03:45.000000 UTC,64,cancelado
3463,2020-02-17 07:53:15.000000 UTC,64,cancelado
4030,2019-07-02 07:10:07.000000 UTC,64,cancelado
4795,2019-09-12 10:27:47.000000 UTC,64,cancelado
7528,2019-02-19 08:46:36.000000 UTC,64,cancelado
7843,2019-03-20 03:20:29.000000 UTC,64,cancelado
8231,2019-08-03 22:28:16.000000 UTC,64,cancelado
131,2020-01-16 00:54:39.000000 UTC,65,cancelado
1376,2020-01-20 21:31:55.000000 UTC,65,cancelado
1840,2019-07-24 10:19:24.000000 UTC,65,cancelado
2105,2019-09-08 12:43:49.000000 UTC,65,cancelado
4943,2019-09-30 05:29:57.000000 UTC,65,cancelado
5573,2019-05-22 05:26:31.000000 UTC,65,cancelado
6362,2019-01-09 18:54:47.000000 UTC,65,cancelado
6893,2020-02-15 10:05:27.000000 UTC,65,cancelado
9199,2019-07-30 15:37:30.000000 UTC,65,cancelado
9341,2019-05-20 20:13:16.000000 UTC,65,cancelado
2003,2019-05-22 03:54:01.000000 UTC,66,cancelado
2727,2019-08-02 02:55:44.000000 UTC,66,cancelado
3034,2019-10-30 01:17:29.000000 UTC,66,cancelado
4826,2020-01-12 02:42:20.000000 UTC,66,cancelado
4886,2019-12-23 05:11:54.000000 UTC,66,cancelado
5282,2020-01-30 13:18:48.000000 UTC,66,cancelado
5331,2020-02-18 05:07:51.000000 UTC,66,cancelado
7409,2019-03-07 03:13:22.000000 UTC,66,cancelado
8467,2019-05-27 03:17:33.000000 UTC,66,cancelado
4155,2019-08-09 16:22:01.000000 UTC,67,cancelado
4557,2020-01-18 15:34:59.000000 UTC,67,cancelado
5702,2019-12-26 11:42:07.000000 UTC,67,cancelado
5754,2019-06-04 19:04:27.000000 UTC,67,cancelado
7258,2019-02-03 14:04:19.000000 UTC,67,cancelado
9251,2019-12-19 14:09:44.000000 UTC,67,cancelado
1953,2019-05-22 22:15:01.000000 UTC,68,cancelado
7785,2019-02-16 09:42:12.000000 UTC,68,cancelado
8867,2019-04-07 16:40:15.000000 UTC,68,cancelado
171,2019-09-20 00:24:04.000000 UTC,69,cancelado
1270,2019-03-31 20:21:59.000000 UTC,69,cancelado
2481,2019-07-06 13:17:52.000000 UTC,69,cancelado
3009,2019-10-20 20:51:59.000000 UTC,69,cancelado
3327,2019-12-02 17:27:13.000000 UTC,69,cancelado
3484,2019-05-25 16:14:48.000000 UTC,69,cancelado
3607,2019-10-10 17:28:24.000000 UTC,69,cancelado
4012,2019-04-15 15:21:50.000000 UTC,69,cancelado
4061,2019-01-15 18:28:00.000000 UTC,69,cancelado
4920,2019-04-05 12:11:40.000000 UTC,69,cancelado
6210,2020-01-13 19:44:13.000000 UTC,69,cancelado
6649,2019-12-05 22:35:05.000000 UTC,69,cancelado
6653,2020-01-19 12:17:18.000000 UTC,69,cancelado
7470,2019-09-30 11:20:30.000000 UTC,69,cancelado
7951,2019-04-03 09:41:25.000000 UTC,69,cancelado
889,2019-07-05 22:17:40.000000 UTC,70,cancelado
905,2019-09-18 09:39:41.000000 UTC,70,cancelado
3093,2019-12-16 08:59:44.000000 UTC,70,cancelado
4526,2019-10-13 09:15:18.000000 UTC,70,cancelado
5439,2019-10-28 19:53:56.000000 UTC,70,cancelado
5854,2019-07-01 15:19:52.000000 UTC,70,cancelado
6495,2019-05-25 05:55:07.000000 UTC,70,cancelado
9314,2019-06-11 18:23:16.000000 UTC,70,cancelado
1459,2019-03-12 06:58:38.000000 UTC,71,cancelado
3287,2019-04-30 21:06:15.000000 UTC,71,cancelado
6343,2019-10-28 00:17:57.000000 UTC,71,cancelado
7497,2019-08-20 22:51:40.000000 UTC,71,cancelado
8896,2019-02-11 13:34:14.000000 UTC,71,cancelado
8926,2020-01-18 10:18:08.000000 UTC,71,cancelado
9061,2019-04-11 16:09:59.000000 UTC,71,cancelado
383,2019-10-10 15:10:25.000000 UTC,72,cancelado
429,2019-09-28 21:17:38.000000 UTC,72,cancelado
4428,2019-06-07 00:18:29.000000 UTC,72,cancelado
5812,2020-02-08 10:03:46.000000 UTC,72,cancelado
6707,2019-06-03 02:19:14.000000 UTC,72,cancelado
852,2019-12-26 19:32:59.000000 UTC,73,cancelado
1639,2019-05-07 05:58:37.000000 UTC,73,cancelado
2853,2019-01-05 00:57:22.000000 UTC,73,cancelado
4238,2019-08-08 07:45:27.000000 UTC,73,cancelado
4825,2019-07-18 08:00:51.000000 UTC,73,cancelado
6902,2019-10-16 13:26:54.000000 UTC,73,cancelado
7188,2019-10-13 00:58:09.000000 UTC,73,cancelado
8299,2019-03-25 16:15:37.000000 UTC,73,cancelado
8449,2019-08-12 18:07:41.000000 UTC,73,cancelado
190,2019-01-31 03:33:13.000000 UTC,74,cancelado
3031,2019-03-17 12:31:28.000000 UTC,74,cancelado
3533,2019-08-11 11:01:15.000000 UTC,74,cancelado
5358,2019-04-05 15:43:20.000000 UTC,74,cancelado
6234,2020-01-21 17:45:55.000000 UTC,74,cancelado
6450,2020-01-01 20:30:11.000000 UTC,74,cancelado
6518,2020-01-28 12:54:27.000000 UTC,74,cancelado
6864,2019-11-03 07:45:38.000000 UTC,74,cancelado
1633,2019-01-16 15:51:03.000000 UTC,75,cancelado
2555,2019-04-06 06:48:01.000000 UTC,75,cancelado
4353,2019-05-19 13:37:11.000000 UTC,75,cancelado
7362,2019-03-29 16:07:56.000000 UTC,75,cancelado
8936,2019-07-15 02:53:19.000000 UTC,75,cancelado
8985,2019-07-21 18:05:51.000000 UTC,75,cancelado
9644,2019-03-20 17:35:17.000000 UTC,75,cancelado
167,2019-08-27 01:00:31.000000 UTC,76,cancelado
669,2019-09-05 06:17:24.000000 UTC,76,cancelado
1100,2019-02-22 07:54:57.000000 UTC,76,cancelado
1767,2019-12-19 01:58:14.000000 UTC,76,cancelado
6810,2019-11-11 13:41:21.000000 UTC,76,cancelado
7004,2019-12-28 03:07:13.000000 UTC,76,cancelado
9119,2019-10-15 02:14:24.000000 UTC,76,cancelado
235,2019-04-26 07:03:11.000000 UTC,77,cancelado
753,2020-01-19 22:15:51.000000 UTC,77,cancelado
3969,2019-03-18 00:04:59.000000 UTC,77,cancelado
4117,2019-02-27 23:41:53.000000 UTC,77,cancelado
6505,2019-09-13 10:10:59.000000 UTC,77,cancelado
7865,2020-02-13 14:44:52.000000 UTC,77,cancelado
5934,2019-01-14 15:23:21.000000 UTC,78,cancelado
6196,2019-11-01 21:55:52.000000 UTC,78,cancelado
6223,2019-12-07 05:14:34.000000 UTC,78,cancelado
7176,2019-06-07 23:29:03.000000 UTC,78,cancelado
7379,2019-07-14 20:23:23.000000 UTC,78,cancelado
9867,2019-09-02 18:34:00.000000 UTC,78,cancelado
920,2019-04-26 04:09:40.000000 UTC,79,cancelado
1087,2020-02-14 21:51:51.000000 UTC,79,cancelado
2922,2019-05-29 12:20:42.000000 UTC,79,cancelado
3539,2019-01-21 22:51:17.000000 UTC,79,cancelado
6209,2019-04-10 14:14:21.000000 UTC,79,cancelado
7742,2019-12-16 18:50:03.000000 UTC,79,cancelado
7801,2019-08-01 06:44:06.000000 UTC,79,cancelado
887,2019-03-15 12:11:23.000000 UTC,80,cancelado
3315,2020-01-01 15:15:40.000000 UTC,80,cancelado
3864,2019-02-02 14:50:20.000000 UTC,80,cancelado
3984,2019-02-16 09:16:22.000000 UTC,80,cancelado
4620,2019-03-07 11:22:26.000000 UTC,80,cancelado
5579,2019-08-17 16:09:18.000000 UTC,80,cancelado
7704,2019-07-28 21:02:00.000000 UTC,80,cancelado
8452,2019-08-21 16:01:31.000000 UTC,80,cancelado
51,2020-01-20 13:56:45.000000 UTC,81,cancelado
1740,2019-06-08 04:09:18.000000 UTC,81,cancelado
5109,2019-02-06 06:25:23.000000 UTC,81,cancelado
6451,2019-07-19 08:23:16.000000 UTC,81,cancelado
6498,2019-02-09 03:36:32.000000 UTC,81,cancelado
6849,2020-01-11 15:32:59.000000 UTC,81,cancelado
7021,2019-10-02 10:24:04.000000 UTC,81,cancelado
8614,2019-08-01 22:16:37.000000 UTC,81,cancelado
9974,2019-02-16 01:03:32.000000 UTC,81,cancelado
404,2019-01-18 08:48:18.000000 UTC,82,cancelado
2258,2019-12-23 01:55:32.000000 UTC,82,cancelado
2293,2019-05-16 17:25:16.000000 UTC,82,cancelado
6442,2019-11-01 12:20:12.000000 UTC,82,cancelado
6912,2020-01-29 22:39:29.000000 UTC,82,cancelado
8203,2019-06-08 03:48:46.000000 UTC,82,cancelado
8375,2019-04-29 00:34:21.000000 UTC,82,cancelado
9383,2019-06-28 08:14:59.000000 UTC,82,cancelado
9537,2020-02-11 10:12:53.000000 UTC,82,cancelado
1059,2020-01-26 19:53:31.000000 UTC,83,cancelado
1099,2019-11-28 00:45:22.000000 UTC,83,cancelado
2879,2019-08-30 00:27:16.000000 UTC,83,cancelado
3131,2020-01-13 09:10:02.000000 UTC,83,cancelado
3132,2019-04-15 22:16:33.000000 UTC,83,cancelado
3906,2019-10-09 00:31:57.000000 UTC,83,cancelado
3989,2019-01-16 20:53:51.000000 UTC,83,cancelado
4272,2019-07-27 18:39:24.000000 UTC,83,cancelado
6867,2019-02-09 10:24:39.000000 UTC,83,cancelado
7737,2019-03-07 09:49:48.000000 UTC,83,cancelado
7938,2019-09-01 12:01:19.000000 UTC,83,cancelado
1034,2019-07-16 09:47:41.000000 UTC,84,cancelado
1319,2019-06-15 20:06:03.000000 UTC,84,cancelado
2147,2019-02-18 05:15:46.000000 UTC,84,cancelado
7312,2019-04-25 13:27:22.000000 UTC,84,cancelado
9720,2020-01-15 11:14:40.000000 UTC,84,cancelado
164,2019-04-09 20:42:43.000000 UTC,85,cancelado
1826,2019-08-11 20:08:37.000000 UTC,85,cancelado
2787,2019-06-02 15:37:13.000000 UTC,85,cancelado
3524,2019-03-08 18:01:56.000000 UTC,85,cancelado
5032,2019-07-03 08:19:21.000000 UTC,85,cancelado
6657,2019-03-12 13:48:24.000000 UTC,85,cancelado
8079,2019-03-02 05:50:02.000000 UTC,85,cancelado
8510,2019-08-31 03:39:31.000000 UTC,85,cancelado
2600,2019-04-07 02:51:48.000000 UTC,86,cancelado
3569,2019-06-28 00:19:41.000000 UTC,86,cancelado
3706,2019-01-11 14:03:05.000000 UTC,86,cancelado
4445,2019-06-22 11:23:32.000000 UTC,86,cancelado
4804,2019-10-22 22:11:47.000000 UTC,86,cancelado
6007,2020-01-15 09:33:10.000000 UTC,86,cancelado
9168,2019-05-08 16:47:09.000000 UTC,86,cancelado
9671,2019-11-23 21:42:20.000000 UTC,86,cancelado
119,2019-04-10 00:35:01.000000 UTC,87,cancelado
483,2019-02-13 20:31:58.000000 UTC,87,cancelado
783,2019-10-13 16:38:11.000000 UTC,87,cancelado
790,2020-02-07 11:31:08.000000 UTC,87,cancelado
1172,2019-03-13 22:16:39.000000 UTC,87,cancelado
2528,2019-09-21 15:50:52.000000 UTC,87,cancelado
4415,2019-09-16 20:50:12.000000 UTC,87,cancelado
4581,2019-12-06 09:53:09.000000 UTC,87,cancelado
5323,2019-03-14 16:49:45.000000 UTC,87,cancelado
9482,2019-06-21 08:32:53.000000 UTC,87,cancelado
2427,2019-08-26 11:55:16.000000 UTC,88,cancelado
2924,2019-09-12 20:41:47.000000 UTC,88,cancelado
4129,2019-03-12 13:42:28.000000 UTC,88,cancelado
5616,2020-01-15 08:45:26.000000 UTC,88,cancelado
9357,2019-09-14 17:50:31.000000 UTC,88,cancelado
4389,2020-01-19 06:31:51.000000 UTC,89,cancelado
4400,2020-01-11 21:11:21.000000 UTC,89,cancelado
5342,2019-07-09 20:32:28.000000 UTC,89,cancelado
5419,2019-02-05 18:22:24.000000 UTC,89,cancelado
5635,2020-02-16 06:45:30.000000 UTC,89,cancelado
5645,2019-02-13 18:05:41.000000 UTC,89,cancelado
7812,2020-02-24 08:59:11.000000 UTC,89,cancelado
8857,2019-07-31 01:13:02.000000 UTC,89,cancelado
9313,2019-08-12 19:09:34.000000 UTC,89,cancelado
9884,2019-05-08 01:02:32.000000 UTC,89,cancelado
196,2019-09-18 11:11:37.000000 UTC,90,cancelado
607,2019-01-23 02:09:45.000000 UTC,90,cancelado
1285,2019-12-27 20:13:17.000000 UTC,90,cancelado
1466,2019-10-26 14:06:53.000000 UTC,90,cancelado
4847,2019-11-30 05:40:42.000000 UTC,90,cancelado
8621,2020-01-14 13:32:20.000000 UTC,90,cancelado
9864,2020-02-12 09:03:27.000000 UTC,90,cancelado
79,2019-09-18 16:38:41.000000 UTC,91,cancelado
133,2019-12-31 15:51:04.000000 UTC,91,cancelado
740,2019-10-29 09:21:26.000000 UTC,91,cancelado
2063,2019-04-29 13:26:06.000000 UTC,91,cancelado
3889,2020-02-01 14:42:14.000000 UTC,91,cancelado
4623,2019-06-10 20:17:02.000000 UTC,91,cancelado
5528,2019-10-03 06:22:06.000000 UTC,91,cancelado
7144,2019-02-12 11:36:38.000000 UTC,91,cancelado
566,2019-03-19 14:53:50.000000 UTC,92,cancelado
646,2019-02-14 18:13:00.000000 UTC,92,cancelado
5267,2019-07-06 18:02:15.000000 UTC,92,cancelado
8376,2019-10-23 08:40:26.000000 UTC,92,cancelado
8606,2019-07-07 23:59:10.000000 UTC,92,cancelado
8643,2019-10-01 08:48:37.000000 UTC,92,cancelado
9577,2019-06-11 10:57:48.000000 UTC,92,cancelado
2380,2019-12-13 00:38:30.000000 UTC,93,cancelado
3139,2019-02-21 10:40:52.000000 UTC,93,cancelado
6808,2020-02-03 13:37:05.000000 UTC,93,cancelado
8072,2019-07-30 13:17:08.000000 UTC,93,cancelado
9040,2019-08-20 21:05:51.000000 UTC,93,cancelado
9476,2019-10-20 08:17:31.000000 UTC,93,cancelado
84,2020-02-16 04:44:55.000000 UTC,94,cancelado
1631,2019-12-26 15:58:38.000000 UTC,94,cancelado
3480,2019-11-23 23:04:22.000000 UTC,94,cancelado
7625,2019-07-28 04:01:52.000000 UTC,94,cancelado
7641,2020-01-14 01:53:27.000000 UTC,94,cancelado
7883,2020-02-23 20:16:27.000000 UTC,94,cancelado
8885,2019-11-06 00:02:46.000000 UTC,94,cancelado
9210,2019-07-17 16:13:01.000000 UTC,94,cancelado
9774,2019-01-08 12:58:24.000000 UTC,94,cancelado
9819,2019-02-23 12:30:43.000000 UTC,94,cancelado
9976,2019-05-29 21:34:35.000000 UTC,94,cancelado
1006,2019-11-12 16:59:03.000000 UTC,95,cancelado
3319,2020-02-22 12:34:49.000000 UTC,95,cancelado
4302,2019-08-04 18:51:03.000000 UTC,95,cancelado
4426,2019-09-17 07:02:59.000000 UTC,95,cancelado
4658,2019-08-15 08:27:39.000000 UTC,95,cancelado
6284,2019-05-18 16:58:14.000000 UTC,95,cancelado
7095,2019-11-24 01:08:47.000000 UTC,95,cancelado
9631,2019-10-19 03:45:18.000000 UTC,95,cancelado
1496,2019-10-17 07:04:23.000000 UTC,96,cancelado
1584,2019-02-21 19:54:27.000000 UTC,96,cancelado
4303,2019-10-28 21:38:34.000000 UTC,96,cancelado
4510,2019-07-08 23:52:10.000000 UTC,96,cancelado
4961,2019-04-28 08:27:47.000000 UTC,96,cancelado
8764,2019-11-05 15:08:42.000000 UTC,96,cancelado
9354,2020-02-20 10:00:55.000000 UTC,96,cancelado
9501,2019-11-08 14:48:18.000000 UTC,96,cancelado
2189,2019-02-24 06:57:15.000000 UTC,97,cancelado
2489,2019-09-11 05:40:49.000000 UTC,97,cancelado
5054,2019-06-14 22:40:43.000000 UTC,97,cancelado
5723,2020-01-27 07:36:13.000000 UTC,97,cancelado
5834,2019-11-11 04:16:42.000000 UTC,97,cancelado
9415,2020-01-07 11:18:13.000000 UTC,97,cancelado
9743,2019-07-02 00:06:03.000000 UTC,97,cancelado
1703,2019-12-05 23:12:31.000000 UTC,98,cancelado
2774,2019-06-16 12:37:56.000000 UTC,98,cancelado
4676,2019-06-24 15:36:17.000000 UTC,98,cancelado
5327,2019-06-06 18:22:08.000000 UTC,98,cancelado
5967,2019-12-28 18:49:18.000000 UTC,98,cancelado
7484,2019-01-06 04:30:46.000000 UTC,98,cancelado
9707,2019-04-18 07:37:49.000000 UTC,98,cancelado
487,2019-04-12 21:27:49.000000 UTC,99,cancelado
2995,2019-10-11 17:30:53.000000 UTC,99,cancelado
4339,2019-12-06 10:11:37.000000 UTC,99,cancelado
4506,2019-07-07 23:16:53.000000 UTC,99,cancelado
6265,2019-03-13 17:12:05.000000 UTC,99,cancelado
6763,2019-04-30 20:34:41.000000 UTC,99,cancelado
7581,2019-12-02 09:12:10.000000 UTC,99,cancelado
7740,2019-03-25 07:45:24.000000 UTC,99,cancelado
9218,2019-10-27 11:08:54.000000 UTC,99,cancelado
379,2019-03-22 19:58:47.000000 UTC,0,entrega_pendente
1581,2019-03-16 18:50:34.000000 UTC,0,entrega_pendente
2137,2019-02-06 14:39:03.000000 UTC,0,entrega_pendente
2544,2019-08-04 02:08:55.000000 UTC,0,entrega_pendente
4011,2019-04-19 19:38:32.000000 UTC,0,entrega_pendente
4027,2019-01-28 17:52:21.000000 UTC,0,entrega_pendente
4500,2019-09-15 22:27:51.000000 UTC,0,entrega_pendente
4798,2019-06-03 05:59:42.000000 UTC,0,entrega_pendente
5777,2019-06-16 05:53:52.000000 UTC,0,entrega_pendente
5863,2020-02-28 00:31:11.000000 UTC,0,entrega_pendente
6126,2019-08-02 18:21:52.000000 UTC,0,entrega_pendente
6572,2019-10-23 17:03:37.000000 UTC,0,entrega_pendente
6671,2019-05-13 16:55:45.000000 UTC,0,entrega_pendente
6690,2020-02-25 00:27:10.000000 UTC,0,entrega_pendente
7297,2019-05-07 07:04:43.000000 UTC,0,entrega_pendente
8475,2020-01-28 11:39:35.000000 UTC,0,entrega_pendente
8874,2019-09-03 23:02:48.000000 UTC,0,entrega_pendente
8979,2020-01-21 22:51:24.000000 UTC,0,entrega_pendente
9275,2019-12-31 00:57:55.000000 UTC,0,entrega_pendente
9995,2020-01-28 03:55:43.000000 UTC,0,entrega_pendente
107,2019-10-07 21:56:43.000000 UTC,1,entrega_pendente
200,2019-06-27 07:50:15.000000 UTC,1,entrega_pendente
257,2019-03-24 01:21:39.000000 UTC,1,entrega_pendente
408,2019-09-09 01:39:49.000000 UTC,1,entrega_pendente
894,2019-11-14 19:23:39.000000 UTC,1,entrega_pendente
1616,2019-07-24 02:57:56.000000 UTC,1,entrega_pendente
1684,2019-05-06 07:14:13.000000 UTC,1,entrega_pendente
1849,2020-01-30 07:36:27.000000 UTC,1,entrega_pendente
2476,2019-01-20 08:51:59.000000 UTC,1,entrega_pendente
3159,2019-01-05 21:18:52.000000 UTC,1,entrega_pendente
3786,2019-06-03 18:30:34.000000 UTC,1,entrega_pendente
3995,2019-03-16 16:31:35.000000 UTC,1,entrega_pendente
4196,2019-09-03 04:35:33.000000 UTC,1,entrega_pendente
4922,2019-08-10 12:03:16.000000 UTC,1,entrega_pendente
5632,2019-08-01 20:12:37.000000 UTC,1,entrega_pendente
5873,2020-01-14 18:06:57.000000 UTC,1,entrega_pendente
6048,2019-06-24 17:08:40.000000 UTC,1,entrega_pendente
6371,2020-01-27 10:03:05.000000 UTC,1,entrega_pendente
7441,2020-01-10 22:34:13.000000 UTC,1,entrega_pendente
8222,2019-10-31 19:15:06.000000 UTC,1,entrega_pendente
8583,2019-12-18 12:04:14.000000 UTC,1,entrega_pendente
8799,2019-07-31 10:35:31.000000 UTC,1,entrega_pendente
8995,2020-02-20 06:16:02.000000 UTC,1,entrega_pendente
9205,2019-03-18 22:04:07.000000 UTC,1,entrega_pendente
9627,2020-01-25 18:01:37.000000 UTC,1,entrega_pendente
362,2019-04-13 13:01:03.000000 UTC,2,entrega_pendente
453,2020-01-27 14:22:07.000000 UTC,2,entrega_pendente
1144,2019-12-05 23:20:52.000000 UTC,2,entrega_pendente
1237,2019-12-17 12:16:38.000000 UTC,2,entrega_pendente
1312,2019-12-25 19:15:02.000000 UTC,2,entrega_pendente
2398,2019-12-02 10:19:31.000000 UTC,2,entrega_pendente
2821,2019-08-22 17:25:47.000000 UTC,2,entrega_pendente
2847,2019-05-04 18:43:45.000000 UTC,2,entrega_pendente
5006,2019-02-23 04:52:10.000000 UTC,2,entrega_pendente
5417,2019-05-20 18:22:33.000000 UTC,2,entrega_pendente
6737,2019-08-26 08:30:10.000000 UTC,2,entrega_pendente
8410,2020-02-01 21:42:59.000000 UTC,2,entrega_pendente
8778,2019-01-27 19:46:54.000000 UTC,2,entrega_pendente
8900,2019-10-01 18:44:41.000000 UTC,2,entrega_pendente
9686,2019-09-12 14:52:24.000000 UTC,2,entrega_pendente
9813,2019-08-08 16:43:49.000000 UTC,2,entrega_pendente
5,2019-04-04 07:31:10.000000 UTC,3,entrega_pendente
279,2019-01-28 04:08:42.000000 UTC,3,entrega_pendente
1133,2019-02-14 16:20:44.000000 UTC,3,entrega_pendente
1960,2019-06-02 12:43:58.000000 UTC,3,entrega_pendente
2149,2019-10-28 13:37:13.000000 UTC,3,entrega_pendente
3307,2020-01-19 18:31:09.000000 UTC,3,entrega_pendente
3349,2020-01-24 01:17:05.000000 UTC,3,entrega_pendente
4776,2019-08-22 01:02:41.000000 UTC,3,entrega_pendente
5187,2019-02-19 10:17:42.000000 UTC,3,entrega_pendente
5542,2019-05-27 21:56:30.000000 UTC,3,entrega_pendente
5575,2019-06-09 13:29:09.000000 UTC,3,entrega_pendente
5634,2019-10-16 05:37:19.000000 UTC,3,entrega_pendente
5952,2019-06-08 07:57:01.000000 UTC,3,entrega_pendente
6466,2019-10-19 14:20:22.000000 UTC,3,entrega_pendente
6478,2019-01-20 23:53:12.000000 UTC,3,entrega_pendente
6978,2019-03-16 11:44:46.000000 UTC,3,entrega_pendente
7064,2020-02-17 02:02:26.000000 UTC,3,entrega_pendente
7912,2019-01-24 03:15:43.000000 UTC,3,entrega_pendente
8751,2019-01-25 12:47:20.000000 UTC,3,entrega_pendente
8795,2019-05-09 19:15:38.000000 UTC,3,entrega_pendente
9430,2019-05-21 05:09:24.000000 UTC,3,entrega_pendente
9574,2019-06-27 09:06:04.000000 UTC,3,entrega_pendente
9637,2019-07-03 01:23:36.000000 UTC,3,entrega_pendente
9991,2019-03-16 15:15:30.000000 UTC,3,entrega_pendente
1464,2019-06-17 12:44:14.000000 UTC,4,entrega_pendente
1488,2019-10-16 12:19:49.000000 UTC,4,entrega_pendente
1528,2019-03-16 06:50:45.000000 UTC,4,entrega_pendente
2164,2019-12-18 19:17:06.000000 UTC,4,entrega_pendente
2378,2020-01-22 01:45:48.000000 UTC,4,entrega_pendente
3133,2019-04-19 18:37:05.000000 UTC,4,entrega_pendente
3264,2019-01-20 20:26:42.000000 UTC,4,entrega_pendente
4995,2020-02-12 23:42:48.000000 UTC,4,entrega_pendente
5503,2019-02-16 23:44:24.000000 UTC,4,entrega_pendente
5614,2019-10-20 05:23:30.000000 UTC,4,entrega_pendente
5958,2019-08-31 07:56:11.000000 UTC,4,entrega_pendente
5993,2019-02-13 15:28:16.000000 UTC,4,entrega_pendente
7351,2020-01-09 17:13:34.000000 UTC,4,entrega_pendente
7486,2019-06-26 08:03:51.000000 UTC,4,entrega_pendente
7956,2019-01-04 00:19:29.000000 UTC,4,entrega_pendente
9326,2019-10-21 18:26:49.000000 UTC,4,entrega_pendente
9500,2020-02-14 16:11:51.000000 UTC,4,entrega_pendente
111,2019-10-27 01:25:43.000000 UTC,5,entrega_pendente
592,2019-06-17 17:55:19.000000 UTC,5,entrega_pendente
874,2019-03-19 08:55:57.000000 UTC,5,entrega_pendente
1383,2019-03-10 15:13:36.000000 UTC,5,entrega_pendente
1527,2019-02-18 22:56:39.000000 UTC,5,entrega_pendente
1832,2019-11-11 10:16:47.000000 UTC,5,entrega_pendente
1993,2020-01-30 01:38:21.000000 UTC,5,entrega_pendente
2228,2019-04-25 08:36:54.000000 UTC,5,entrega_pendente
2257,2020-02-07 17:24:46.000000 UTC,5,entrega_pendente
2456,2020-02-02 23:00:45.000000 UTC,5,entrega_pendente
2638,2019-07-01 18:42:21.000000 UTC,5,entrega_pendente
2845,2019-04-01 01:09:15.000000 UTC,5,entrega_pendente
3260,2019-05-23 22:49:33.000000 UTC,5,entrega_pendente
3981,2019-07-24 04:00:19.000000 UTC,5,entrega_pendente
3999,2019-05-09 03:54:51.000000 UTC,5,entrega_pendente
5025,2020-02-18 21:12:20.000000 UTC,5,entrega_pendente
5583,2019-06-22 04:00:11.000000 UTC,5,entrega_pendente
5776,2019-01-22 21:52:14.000000 UTC,5,entrega_pendente
5850,2019-10-03 06:58:55.000000 UTC,5,entrega_pendente
5852,2019-07-09 23:06:35.000000 UTC,5,entrega_pendente
7213,2019-09-12 20:08:35.000000 UTC,5,entrega_pendente
7766,2019-11-22 01:50:19.000000 UTC,5,entrega_pendente
7835,2019-03-12 08:59:30.000000 UTC,5,entrega_pendente
8358,2020-01-16 14:05:36.000000 UTC,5,entrega_pendente
8447,2020-02-26 03:42:53.000000 UTC,5,entrega_pendente
9390,2020-01-07 17:09:20.000000 UTC,5,entrega_pendente
1859,2020-02-21 09:16:41.000000 UTC,6,entrega_pendente
1906,2019-05-27 09:58:14.000000 UTC,6,entrega_pendente
2834,2019-03-08 02:53:24.000000 UTC,6,entrega_pendente
2972,2019-10-10 16:51:14.000000 UTC,6,entrega_pendente
3210,2020-01-06 10:44:48.000000 UTC,6,entrega_pendente
3374,2020-01-20 15:36:08.000000 UTC,6,entrega_pendente
3695,2019-03-04 00:52:56.000000 UTC,6,entrega_pendente
3726,2019-03-05 09:13:36.000000 UTC,6,entrega_pendente
3772,2019-04-02 12:04:34.000000 UTC,6,entrega_pendente
4294,2019-03-21 11:31:52.000000 UTC,6,entrega_pendente
4386,2020-02-21 19:25:57.000000 UTC,6,entrega_pendente
4564,2019-10-12 19:04:21.000000 UTC,6,entrega_pendente
5824,2019-03-03 00:50:03.000000 UTC,6,entrega_pendente
5932,2019-02-15 10:13:21.000000 UTC,6,entrega_pendente
6011,2019-09-20 13:21:34.000000 UTC,6,entrega_pendente
6168,2019-01-10 13:50:31.000000 UTC,6,entrega_pendente
6338,2020-01-27 16:39:19.000000 UTC,6,entrega_pendente
6963,2020-01-24 12:37:49.000000 UTC,6,entrega_pendente
7694,2019-01-22 06:55:55.000000 UTC,6,entrega_pendente
8801,2019-03-05 23:38:57.000000 UTC,6,entrega_pendente
8845,2019-01-02 22:45:37.000000 UTC,6,entrega_pendente
8955,2019-09-15 17:45:56.000000 UTC,6,entrega_pendente
9080,2020-02-07 18:09:37.000000 UTC,6,entrega_pendente
